the_geom,cartodb_id,the_geom_webmercator,record_id,station_key,station_id,name,road_name,full_name,common_road_name,secondary_name,road_name_base,road_name_type,intersection,distance_to_intersection,road_number,link_number,mab_way_type,mab_way_number,mab_identifier,road_functional_hierarchy,road_on_type,lane_count,road_classification_type,road_classification_admin,rms_region,lga,suburb,post_code,device_type,heavy_vehicle_checking_station,permanent_station,vehicle_classifier,lambert_easting,lambert_northing,wgs84_latitude,wgs84_longitude,direction_seq,quality_rating,publish,md5,updated_on
,5557,,,15828002,7211,Lily Lane,Lily Lane,"Lily Lane, South of Fern Circuit",Lily Lane,South of Fern Circuit,Lily,Lane,Fern Circuit,40,-10,-10,NULL,NULL,NULL,Local Road,OnGround,OneLane,Lane,Local,Hunter,Newcastle,Adamstown,2289,Tirtl,false,1,1,9740191,4524353.5,-32.940571,151.71312,7,5,true,be6e76534a9cbe57941a6971d910a6eb,2018-06-12 02:48:41.978017+00
,5558,,,58612,97340,Oxley Avenue,Oxley Avenue,"Oxley Avenue, North of High Street",Oxley Avenue,North of High Street,Oxley,Avenue,High Street,60,0000080,0340,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Avenue,Regional,South West,Carrathool,Hillston,2675,Trafficorder Tube Axlepair Counter,false,0,0,9163953,4473475.5,-33.480766,145.534805,9,5,true,417b961c9a41b3a2f7ce41fa423d8977,2018-06-12 02:48:41.978017+00
,5559,,,56692,19035,Sydenham Road,Sydenham Road,"Sydenham Road, West of Victoria Road",Sydenham Road,West of Victoria Road,Sydenham,Road,Victoria Road,20,0000664,0070,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,State,Sydney,Marrickville,Marrickville,2204,Trafficorder Tube Axlepair Counter,false,0,0,9684475,4419245,-33.90963,151.162048,10,5,true,710efc78db32af23f3a6ed4870bc7aeb,2018-06-12 02:48:41.978017+00
,5560,,,58856,99931,Castlereagh Highway,Castlereagh Highway,"Castlereagh Highway, South of Abattoirs Road",Castlereagh Highway,South of Abattoirs Road,Castlereagh,Highway,Abattoirs Road,110,0000018,1180,B,55,B55,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Western,Mid-Western Regional,Menah,2850,Trafficorder Dual Tube Classifier,false,0,1,9539223,4573615.5,-32.559254,149.549698,9,5,true,4dbb7f7bd091635de8b3a10399455245,2018-06-12 02:48:41.978017+00
,5561,,,56098,05622,Hanbury Street,Hanbury Street,"Hanbury Street, East of Waratah Street",Hanbury Street,East of Waratah Street,Hanbury,Street,Waratah Street,20,0000326,0130,B,63,B63,Arterial Road,OnGround,TwoOrMoreLanes,Street,State,Hunter,Newcastle,Mayfield,2304,Trafficorder Tube Axlepair Counter,false,0,0,9742526,4528977,-32.897934,151.73584,9,5,true,b5b01373fb1bc06495989748e45e918b,2018-06-12 02:48:41.978017+00
,5562,,,58444,96186,Mitchell Highway,Mitchell Highway,"Mitchell Highway, North of Darling Street",Mitchell Highway,North of Darling Street,Mitchell,Highway,Darling Street,1360,0000007,1230,B,71,B71,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Western,Bourke,North Bourke,2840,Trafficorder Dual Tube Classifier,false,0,0,9199954,4855579,-30.037298,145.963333,9,5,true,013642b22e63df7699c6d9fe5017d7e9,2018-06-12 02:48:41.978017+00
,5563,,,57257,66249,Fairfield Street,Fairfield Street,"Fairfield Street, East of Cockburn Crescent","Fairfield.fairfield St, Fairfield",East of Cockburn Crescent,Fairfield,Street,Cockburn Crescent,30,0007232,0020,NULL,NULL,NULL,Distributor Road,OnGround,TwoOrMoreLanes,Street,Regional,Sydney,Fairfield,Fairfield East,2165,Tirtl,false,1,1,9666310,4424422,-33.869324,150.963486,10,4,true,9e7eaadffe38cce948afa5cdce638df4,2018-06-12 02:48:41.978017+00
,5564,,,58363,95608,Pine Avenue,Pine Avenue,"Pine Avenue, East of Maple Street",Pine Avenue,East of Maple Street,Pine,Avenue,Maple Street,90,0000080,0090,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Avenue,State,South West,Leeton,Leeton,2705,Trafficorder Tube Axlepair Counter,false,0,0,9245405,4355588.5,-34.551659,146.404755,10,5,true,ac1515d3194be3dbd9f34eecc6256eac,2018-06-12 02:48:41.978017+00
,5565,,,58624,97442,Whitton Darlington Point Road,Whitton Darlington Point Road,"Whitton Darlington Point Road, East of Narrand Street",Whitton Darlington Point Road,East of Narrand Street,Whitton Darlington Point,Road,Narrand Street,590,0000539,0040,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,Regional,South West,Murrumbidgee,Darlington Point,2706,Trafficorder Tube Axlepair Counter,false,0,1,9210092,4353866.5,-34.564789,146.019592,10,5,true,15f9138771bf783e76d3cc07bbd2e187,2018-06-12 02:48:41.978017+00
,5566,,,58073,94093,Cunningar Road,Cunningar Road,"Cunningar Road, West of Lachlan Valley Way",Cunningar Road,West of Lachlan Valley Way,Cunningar,Road,Lachlan Valley Way,910,0000380,0010,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,Regional,South West,Boorowa,Boorowa,2586,Trafficorder Tube Axlepair Counter,false,0,1,9455610,4364019.5,-34.465618,148.694977,10,5,true,9b0196dddf6eb0bba08bb839a791cffd,2018-06-12 02:48:41.978017+00
,5567,,,56269,07218,Springhill Road,Springhill Road,"Springhill Road, North of Masters Road",Springhill Road,North of Masters Road,Springhill,Road,Masters Road,120,0000581,0035,B,65,B65,Arterial Road,OnGround,TwoOrMoreLanes,Road,State,Southern,Wollongong,Spring Hill,2500,Trafficorder Tube Axlepair Counter,false,0,0,9655934,4360947,-34.445133,150.876785,5,5,true,7a553e821265c8af2cef9d5640460f71,2018-06-12 02:48:41.978017+00
,5568,,,15828011,T0281,Hume Highway,Hume Highway Hvcs,"Hume Highway, East of George Street","Sb Marulan Weigh Station, Marulan.sb Marulan Weigh Station, Marulan",East of George Street,Hume,Highway,George Street,830,0000002,1132,M,31,M31,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Southern,Goulburn Mulwaree,Marulan,2579,Tirtl,true,1,1,9576161,4334898.5,-34.70372,150.016647,5,5,true,2c244a82d9fa78cee1eefaad43e1a7be,2018-06-12 02:48:41.978017+00
,5569,,,15252004,6154,New England Highway,New England Highway,"New England Highway, South of Muscle Creek Road","New England.new England Highway, Nr Muswellbrook",South of Muscle Creek Road,New England,Highway,Muscle Creek Road,1640,0000009,0530,A,15,A15,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Hunter,Muswellbrook,Muswellbrook,2333,Tirtl,false,1,1,9669984,4598192.5,-32.300934,150.932449,9,4,true,54cb05755c74eee760c44fa5144da5ba,2018-06-12 02:48:41.978017+00
,5570,,,328024,99922,Castlereagh Highway,Castlereagh Highway,"Castlereagh Highway, West of Melrose Road",Castlereagh Highway,West of Melrose Road,Castlereagh,Highway,Melrose Road,1000,0000018,1130,B,55,B55,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Western,Mid-Western Regional,Burrundulla,2850,Trafficorder Dual Tube Classifier,false,0,1,9549460,4563310,-32.649929,149.66156,9,5,true,2e63f6d0e06c8f63eb8c8602ca036384,2018-06-12 02:48:41.978017+00
,5571,,,56202,05957,Grandview Road,Grandview Road,"Grandview Road, West of Lookout Road",Grandview Road,West of Lookout Road,Grandview,Road,Lookout Road,130,-10,-10,NULL,NULL,NULL,Distributor Road,OnGround,TwoOrMoreLanes,Road,Local,Hunter,Newcastle,New Lambton Heights,2305,Trafficorder Tube Axlepair Counter,false,0,0,9737935,4525282.5,-32.933109,151.688553,10,5,true,33c56956f8a9a90e6400e7be7eeb53c2,2018-06-12 02:48:41.978017+00
,5572,,,57052,50250,Hart Drive,Hart Drive,"Hart Drive, East of Mahony Road","Hart.hart Dr, Wentworthville",East of Mahony Road,Hart,Drive,Mahony Road,10,0000013,1200,A,28,A28,Primary Road,OnGround,TwoOrMoreLanes,Drive,State,Sydney,Parramatta,Constitution Hill,2145,Excel Lpl,false,1,1,9667717,4432323.5,-33.797592,150.975433,10,4,true,e9ed5e2349f8b4adf86a37c7c67b3ddc,2018-06-12 02:48:41.978017+00
,5573,,,56738,22001,Military Road,Military Road,"Military Road, West of Melrose Street","Military.military Rd, Spit Junction",West of Melrose Street,Military,Road,Melrose Street,10,0000164,0220,A,8,A8,Sub-Arterial Road,OnGround,TwoOrMoreLanes,Road,State,Sydney,Mosman,Mosman,2088,Excel Lpl,false,1,1,9691427,4428288,-33.825577,151.233261,10,4,true,a17ed580cb38fab415ec93743c79c343,2018-06-12 02:48:41.978017+00
,5574,,,58587,97246,Kidman Way,Kidman Way,"Kidman Way, North of Hutchings Road",Kidman Way,North of Hutchings Road,Kidman,Way,Hutchings Road,940,0000321,0045,B,87,B87,Arterial Road,OnGround,TwoOrMoreLanes,Way,State,South West,Jerilderie,Coleambally,2707,Trafficorder Tube Axlepair Counter,false,0,1,9194951,4317626.5,-34.890255,145.850143,9,5,true,bab5ade2601741423996acc9daa48c44,2018-06-12 02:48:41.978017+00
,5575,,,58202,95078,Sturt Highway,Sturt Highway,"Sturt Highway, West of Newell Highway",Sturt Highway,West of Newell Highway,Sturt,Highway,Newell Highway,30,0000014,0231,A,20,A20,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,South West,Narrandera,Gillenbah,2700,Trafficorder Tube Axlepair Counter,false,0,1,9257423,4332252,-34.762707,146.534653,10,5,true,6af87beaa244e5481b60e81c2916766a,2018-06-12 02:48:41.978017+00
,5576,,,58287,95377,Newell Highway,Newell Highway,"Newell Highway, East of Nicholson Lane",Newell Highway,East of Nicholson Lane,Newell,Highway,Nicholson Lane,130,0000017,2480,B,64,B64,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,South West,Bland,Wyalong,2671,Trafficorder Tube Axlepair Counter,false,0,1,9323616,4425157.5,-33.92514,147.25563,10,5,true,e0a9bc779c6efc476d73a23de4483808,2018-06-12 02:48:41.978017+00
,5577,,,55448,04026,Yamba Road,Yamba Road,"Yamba Road, East of James Creek Road",Lawrence-Yamba Road,East of James Creek Road,Yamba,Road,James Creek Road,380,0000152,0205,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,Regional,Northern,Clarence Valley,James Creek,2463,Trafficorder Tube Axlepair Counter,false,0,1,9906628,4905056.5,-29.432274,153.247864,10,5,true,5e841b9e7623d8e2e0d6a0a6815e2cfe,2018-06-12 02:48:41.978017+00
,5578,,,58091,94150,Uriarra Road,Uriarra Road,"Uriarra Road, East of Norse Road",Uriarra Road,East of Norse Road,Uriarra,Road,Norse Road,40,3740100,0010,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,Local,A.c.t.,Queanbeyan,Crestwood,2620,Trafficorder Tube Axlepair Counter,false,0,0,9501094,4265856.5,-35.343098,149.212921,9,5,true,eb3aeb861a667d777fa506e0c2fd9355,2018-06-12 02:48:41.978017+00
,5579,,,56605,100015,Princes Motorway,Princes Motorway,"Princes Motorway, South of Princes Highway","Princes.southern Freeway, Waterfall",South of Princes Highway,Princes,Motorway,Princes Highway,950,0006006,1000,M,1,M1,Motorway,OnGround,TwoOrMoreLanes,Motorway,State,Southern,Wollongong,Helensburgh,2508,Excel Lpl,false,1,1,9667598,4393204.5,-34.150352,150.990295,9,4,true,3a3e05b8c1e65e190db1c994acc51fe6,2018-06-12 02:48:41.978017+00
,5580,,,56288,07311,Jamberoo Mountain Road,Jamberoo Mountain Road,"Jamberoo Mountain Road, South of Cloonty Road",Woodstock Road,South of Cloonty Road,Jamberoo Mountain,Road,Cloonty Road,420,0000264,0061,NULL,NULL,NULL,Arterial Road,OnBridge,TwoOrMoreLanes,Road,Regional,Southern,Wingecarribee,Robertson,2577,Trafficorder Tube Axlepair Counter,false,0,1,9636040,4343258.5,-34.611076,150.667053,10,5,true,fd79241dec45dedd8f9b6e464ff6ba1c,2018-06-12 02:48:41.978017+00
,5581,,,55393,02384,Cleveland Street,Cleveland Street,"Cleveland Street, East of Woodburn Street","Cleveland.cleveland St, Redfern",East of Woodburn Street,Cleveland,Street,Woodburn Street,10,0000330,0120,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Street,State,Sydney,Sydney,Redfern,2016,Trafficorder Dual Tube Classifier,false,1,0,9688149,4421396,-33.888908,151.200851,10,4,true,c80707fe1187260d2579c216b0834cf0,2018-06-12 02:48:41.978017+00
,5582,,,56413,08052,Princes Highway,Princes Highway,"Princes Highway, East of Kings Highway","Princes.princes Highway, Cullendulla",East of Kings Highway,Princes,Highway,Kings Highway,70,0000001,1890,A,1,A1,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Southern,Eurobodalla,North Batemans Bay,2536,Trafficorder Loop Counter,false,1,0,9588152,4224039,-35.699673,150.184463,9,4,true,5c2c69ecf11a68b85288db573d321686,2018-06-12 02:48:41.978017+00
,5583,,,99990011,7104-PR,Broughton Street,Broughton Street,"Broughton Street, North of Moore Street","Moore.moore-Oxley Bypass, Campbelltown",North of Moore Street,Broughton,Street,Moore Street,10,0000177,0140,NULL,NULL,NULL,Distributor Road,OnGround,TwoOrMoreLanes,Street,State,Sydney,Campbelltown,Campbelltown,2560,Tirtl,false,1,1,9652218,4403067.5,-34.066612,150.81958,10,5,true,11edaf4c289ccec107a721578e5e3038,2018-06-12 02:48:41.978017+00
,5584,,,55798,05114,Avoca Drive,Avoca Drive,"Avoca Drive, South of The Entrance Road",Avoca Drive,South of The Entrance Road,Avoca,Drive,The Entrance Road,100,0000504,0010,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Drive,State,Hunter,Gosford,Erina,2250,Trafficorder Tube Axlepair Counter,false,0,0,9706179,4470589.5,-33.438679,151.373474,9,5,true,d637293ee38ae15db8d1b8ad74740b7d,2018-06-12 02:48:41.978017+00
,5585,,,57259,67091,Greystanes Road,Greystanes Road,"Greystanes Road, South of Great Western Highway",Greystanes Road,South of Great Western Highway,Greystanes,Road,Great Western Highway,40,0000646,0040,NULL,NULL,NULL,Distributor Road,OnGround,TwoOrMoreLanes,Road,State,Sydney,Holroyd,Greystanes,2145,Trafficorder Dual Tube Classifier,false,0,0,9664134,4431218.5,-33.808781,150.93718,9,5,true,14f777c05a6a55cf088e52aa7964d26e,2018-06-12 02:48:41.978017+00
,5586,,,57734,92320,Bunnan Road,Bunnan Road,"Bunnan Road, West of Queen Street",Bunnan Road,West of Queen Street,Bunnan,Road,Queen Street,160,0000062,0060,NULL,NULL,NULL,Arterial Road,OnBridge,TwoOrMoreLanes,Road,Regional,Hunter,Upper Hunter,Bunnan,2337,Trafficorder Tube Axlepair Counter,false,0,1,9638311,4628963,-32.033699,150.584854,10,5,true,ce7d73dbabb453597946164ec2e10523,2018-06-12 02:48:41.978017+00
,5587,,,56543,09295,Pacific Highway,Pacific Highway,"Pacific Highway, South of Mingaletta Road",Pacific Highway,South of Mingaletta Road,Pacific,Highway,Mingaletta Road,40,0000010,2240,A,1,A1,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Northern,Port Macquarie-Hastings,Cooperabung,2441,Trafficorder Tube Axlepair Counter,false,0,1,9854219,4706777.5,-31.244495,152.822952,9,5,true,12847648b9c45aedfefdc1503ab07cae,2018-06-12 02:48:41.978017+00
,5588,,,15252012,6170,Mitchell Highway,Mitchell Highway,"Mitchell Highway, North of Eurimbla Road","Mitchell.mitchell Highway, Larras Lee",North of Eurimbla Road,Mitchell,Highway,Eurimbla Road,720,0000007,0440,A,32,A32,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Western,Wellington,Cundumbul,2866,Tirtl,false,1,1,9478219,4544924,-32.829884,148.905258,9,4,true,5f53e98b3848b84826e787534affb4ac,2018-06-12 02:48:41.978017+00
,5589,,,15216014,6143,Newell Highway,Newell Highway,"Newell Highway, East of Nicholson Lane","Newell.newell Highway, Nr Wyalong",East of Nicholson Lane,Newell,Highway,Nicholson Lane,420,0000017,2480,B,64,B64,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,South West,Bland,Wyalong,2671,Tirtl,false,1,1,9323886,4425261.5,-33.924194,147.258545,9,4,true,0f5a20be0d48982d04e505e55a06cbb2,2018-06-12 02:48:41.978017+00
,5590,,,57704,92179,Gunnedah Road,Gunnedah Road,"Gunnedah Road, West of Cook Street",Gunnedah Road,West of Cook Street,Gunnedah,Road,Cook Street,90,0000011,0625,B,56,B56,Primary Road,OnGround,TwoOrMoreLanes,Road,State,Northern,Tamworth Regional,Taminda,2340,Trafficorder Tube Axlepair Counter,false,0,1,9671152,4731565.5,-31.097866,150.892059,3,5,true,452c2dd2b62746c40dd00c0b6e92bbc5,2018-06-12 02:48:41.978017+00
,5591,,,58373,95641,Kidman Way,Kidman Way,"Kidman Way, South of Willandra Avenue",Kidman Way,South of Willandra Avenue,Kidman,Way,Willandra Avenue,110,0000321,0150,B,87,B87,Arterial Road,OnGround,TwoOrMoreLanes,Way,State,South West,Griffith,Griffith,2680,Trafficorder Tube Axlepair Counter,false,0,0,9212304,4383197.5,-34.300381,146.046631,9,5,true,872fbda02fbe3a2b204e2d24a9538b40,2018-06-12 02:48:41.978017+00
,5592,,,56406,08004,Kings Highway,Kings Highway,"Kings Highway, North of Braidwood Street","Kings.batemans Bay-Queanbeyan Rd, Batemans Bay",North of Braidwood Street,Kings,Highway,Braidwood Street,120,0000051,0020,B,52,B52,Arterial Road,OnGround,TwoOrMoreLanes,Highway,State,Southern,Eurobodalla,Nelligen,2536,Trafficorder Dual Tube Classifier,false,0,1,9584260,4230034.5,-35.646713,150.139496,10,5,true,6df80cc0e0e52526e4ced3fae2ffdbcf,2018-06-12 02:48:41.978017+00
,5593,,,57803,92726,Wee Waa Road,Wee Waa Road,"Wee Waa Road, North of Francis Street",Kamilaroi Highway,North of Francis Street,Wee Waa,Road,Francis Street,190,0000029,0310,NULL,NULL,NULL,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Western,Narrabri,Narrabri,2390,Trafficorder Dual Tube Classifier,false,0,0,9566907,4821999.5,-30.312584,149.774338,9,5,true,eed5f3f5faf28b2cacb927685d23057a,2018-06-12 02:48:41.978017+00
,5594,,,57110,53029,Mona Vale Road,Mona Vale Road,"Mona Vale Road, West of Garrick Road","Mona Vale.mona Vale Rd, St Ives",West of Garrick Road,Mona Vale,Road,Garrick Road,20,0000162,0200,A,3,A3,Arterial Road,OnGround,TwoOrMoreLanes,Road,State,Sydney,Ku-Ring-Gai,St Ives,2075,Excel Lpl,false,1,1,9685842,4439593.5,-33.725666,151.168045,9,4,true,1bdf1e2f01291125229c6070be2eb198,2018-06-12 02:48:41.978017+00
,5595,,,58574,97210,Barham Road,Barham Road,"Barham Road, East of Perricoota Road",Barham Road,East of Perricoota Road,Barham,Road,Perricoota Road,800,0007605,0050,NULL,NULL,NULL,Sub-Arterial Road,OnGround,TwoOrMoreLanes,Road,Regional,South West,Murray,Caldwell,2710,Trafficorder Tube Axlepair Counter,false,0,1,9065828,4231068.5,-35.649769,144.413742,10,5,true,55b8249eb360a711e8e68b3d3d74e9b6,2018-06-12 02:48:41.978017+00
,5596,,,15370002,7213,Griffiths Road,Griffiths Road,"Griffiths Road, West of Turton Road","Griffiths.griffiths Rd, Lambton East",West of Turton Road,Griffiths,Road,Turton Road,20,0000082,0070,A,15,A15,Arterial Road,OnGround,TwoOrMoreLanes,Road,State,Hunter,Newcastle,Lambton,2299,Tirtl,false,1,1,9741467,4527138.5,-32.914944,151.725403,3,5,true,53273f55e15b4ba3c06801d34d2e4f88,2018-06-12 02:48:41.978017+00
,5597,,,56509,09008,Pacific Highway,Pacific Highway,"Pacific Highway, North of Mckinnon Road",Pacific Highway,North of Mckinnon Road,Pacific,Highway,Mckinnon Road,440,0000010,1949,A,1,A1,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Hunter,Great Lakes,Nabiac,2312,Trafficorder Dual Tube Classifier,false,0,0,9806478,4613339.5,-32.109516,152.372711,5,5,true,216a401b1d3b5e2db465652fa048964a,2018-06-12 02:48:41.978017+00
,5598,,,55383,02377,George Street,George Street,"George Street, South of Little Regent Street",George Street,South of Little Regent Street,George,Street,Little Regent Street,10,0000005,0005,A,22,A22,Arterial Road,OnGround,TwoOrMoreLanes,Street,State,Sydney,Sydney,Ultimo,2007,Trafficorder Loop Counter,false,1,0,9688338,4421948,-33.883865,151.202652,7,4,true,90dc419eae8b8f3f1ba8d3f82a411fac,2018-06-12 02:48:41.978017+00
,5599,,,57789,92647,Dangar Street,Dangar Street,"Dangar Street, East of Selina Street",Dangar Street,East of Selina Street,Dangar,Street,Selina Street,100,0000017,3170,A,39,A39,Primary Road,OnBridge,TwoOrMoreLanes,Street,State,Western,Narrabri,Narrabri,2390,Trafficorder Tube Axlepair Counter,false,0,0,9567432,4820341.5,-30.327404,149.780258,9,5,true,77ff24ee5449725258d46a6d5238af3d,2018-06-12 02:48:41.978017+00
,5600,,,17126153,T0498,Newell Highway,Newell Highway,"Newell Highway, North of Oxley Highway","Newell.newell Highway, Coonabarabran",North of Oxley Highway,Newell,Highway,Oxley Highway,800,0000017,3100,A,39,A39,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Western,Warrumbungle,Coonabarabran,2357,Tirtl,false,1,1,9520525,4720654.5,-31.236635,149.31575,9,5,true,c516ff3125f6849df5724d0a55aecc78,2018-06-12 02:48:41.978017+00
,5601,,,55809,05123,George Downes Drive,George Downes Drive,"George Downes Drive, South of Hallards Road",George Downes Drive,South of Hallards Road,George Downes,Drive,Hallards Road,140,0000590,0020,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Drive,Regional,Hunter,Gosford,Central Mangrove,2250,Trafficorder Tube Axlepair Counter,false,0,1,9693553,4488240.5,-33.28421,151.229996,9,5,true,573cfd27d8e0a2776ae1ce49b9debb54,2018-06-12 02:48:41.978017+00
,5602,,,56241,07063,Princes Highway,Princes Highway,"Princes Highway, West of Wuru Drive","Princes.princes Highway, Burrill Lake",West of Wuru Drive,Princes,Highway,Wuru Drive,610,0000001,1810,A,1,A1,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Southern,Shoalhaven,Burrill Lake,2539,Trafficorder Loop Counter,false,1,0,9611587,4257073.5,-35.395348,150.431274,9,4,true,4ce3d6f4edaa5c80a603686d2f30de14,2018-06-12 02:48:41.978017+00
,5603,,,58578,97219,Barham Road,Barham Road,"Barham Road, East of Moulamein Road",Barham Road,East of Moulamein Road,Barham,Road,Moulamein Road,1150,0000341,0080,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,Regional,South West,Wakool,Barham,2732,Trafficorder Tube Axlepair Counter,false,0,1,9046396,4239050,-35.573338,144.201584,10,5,true,7d57f8a8dc6f4652036b7a0e551e0183,2018-06-12 02:48:41.978017+00
,5604,,,57965,93739,Kendal Street,Kendal Street,"Kendal Street, East of Fitzroy Street",Kendal Street,East of Fitzroy Street,Kendal,Street,Fitzroy Street,70,0000006,0310,A,41,A41,Primary Road,OnGround,TwoOrMoreLanes,Street,State,Western,Cowra,Cowra,2794,Trafficorder Tube Axlepair Counter,false,0,0,9456927,4433846,-33.835495,148.69696,10,5,true,1bfc86d75d80a088b95ba91853d088c4,2018-06-12 02:48:41.978017+00
,5605,,,15175632,6113,Monaro Highway,Monaro Highway,"Monaro Highway, East of Polo Flat Road","Monaro.monaro Highway, Cooma",East of Polo Flat Road,Monaro,Highway,Polo Flat Road,400,0000019,1260,B,23,B23,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Southern,Cooma-Monaro,Cooma,2630,Tirtl,false,1,1,9493845,4169689.5,-36.210968,149.154999,9,4,true,0a4b069d56040ce9eab6175f28185e4f,2018-06-12 02:48:41.978017+00
,5606,,,56967,43224,Brunker Road,Brunker Road,"Brunker Road, East of Rosedale Avenue",Brunker Road,East of Rosedale Avenue,Brunker,Road,Rosedale Avenue,80,0000638,0020,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,State,Sydney,Bankstown,Greenacre,2190,Trafficorder Tube Axlepair Counter,false,0,0,9673438,4420785.5,-33.899651,151.042053,10,5,true,6e00ebc5f517e99a835c84571d8affbb,2018-06-12 02:48:41.978017+00
,5607,,,56173,05865,Hillsborough Road,Hillsborough Road,"Hillsborough Road, East of Macquarie Road",Hillsborough Road,East of Macquarie Road,Hillsborough,Road,Macquarie Road,120,0000674,0150,B,57,B57,Sub-Arterial Road,OnGround,TwoOrMoreLanes,Road,State,Hunter,Lake Macquarie,Warners Bay,2282,Trafficorder Tube Axlepair Counter,false,0,0,9734521,4521740,-32.966431,151.653732,10,5,true,b7fd64f4f8297f9d6efd2ab7999ae13a,2018-06-12 02:48:41.978017+00
,5608,,,58063,94061,Snowy Mountains Highway,Snowy Mountains Highway,"Snowy Mountains Highway, South of Hume Highway",Snowy Mountains Highway,South of Hume Highway,Snowy Mountains,Highway,Hume Highway,950,0000004,0625,B,72,B72,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,South West,Gundagai,Mount Adrah,2729,Trafficorder Tube Axlepair Counter,false,0,1,9380028,4285119,-35.185589,147.878983,10,5,true,f01bfb164cdc96456cfa0e040e808469,2018-06-12 02:48:41.978017+00
,5609,,,58364,95610,Yanco Avenue,Yanco Avenue,"Yanco Avenue, South of Maiden Avenue",Yanco Avenue,South of Maiden Avenue,Yanco,Avenue,Maiden Avenue,90,0000080,0060,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Avenue,Local,South West,Leeton,Leeton,2705,Trafficorder Tube Axlepair Counter,false,0,1,9245971,4353921.5,-34.566723,146.410828,9,5,true,206ab32a4d2e0da2af7d8d2e21e1fcd1,2018-06-12 02:48:41.978017+00
,5610,,,58573,97207,Yanga Way,Yanga Way,"Yanga Way, East of Goodnight Road",Yanga Way,East of Goodnight Road,Yanga,Way,Goodnight Road,60,0000694,0040,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Way,Local,South West,Wakool,Kyalite,2715,Trafficorder Tube Axlepair Counter,false,0,1,8975396,4303150,-34.976185,143.442749,9,5,true,6bf2e79d59bd8652909902186a526213,2018-06-12 02:48:41.978017+00
,5611,,,57727,92294,Kamilaroi Highway,Kamilaroi Highway,"Kamilaroi Highway, North of Goolhi Road",Kamilaroi Highway,North of Goolhi Road,Kamilaroi,Highway,Goolhi Road,980,0000029,0207,B,51,B51,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Northern,Gunnedah,Emerald Hill,2380,Trafficorder Tube Axlepair Counter,false,0,1,9600854,4760533.5,-30.858047,150.14624,9,5,true,66c353959ebb16265f3179d5ccc47900,2018-06-12 02:48:41.978017+00
,5612,,,56518,09120,Pacific Highway,Pacific Highway,"Pacific Highway, South of Nancy Bird Walton Drive",Pacific Highway,South of Nancy Bird Walton Drive,Pacific,Highway,Nancy Bird Walton Drive,660,0000010,2090,A,1,A1,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Northern,Port Macquarie-Hastings,Kew,2439,Trafficorder Tube Axlepair Counter,false,0,1,9842674,4662265,-31.651276,152.727508,9,5,true,126a26d4346158363251a8a2a9f0f058,2018-06-12 02:48:41.978017+00
,5613,,,58617,97354,Deniliquin Street,Deniliquin Street,"Deniliquin Street, West of Morris Street",Deniliquin Street,West of Morris Street,Deniliquin,Street,Morris Street,70,0000550,0130,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Street,Regional,South West,Berrigan,Tocumwal,2714,Trafficorder Tube Axlepair Counter,false,0,0,9170451,4215059.5,-35.812176,145.566589,10,5,true,0da5200e2c4df3dc1f04b60d7a326b02,2018-06-12 02:48:41.978017+00
