the_geom,cartodb_id,the_geom_webmercator,record_id,station_key,station_id,name,road_name,full_name,common_road_name,secondary_name,road_name_base,road_name_type,intersection,distance_to_intersection,road_number,link_number,mab_way_type,mab_way_number,mab_identifier,road_functional_hierarchy,road_on_type,lane_count,road_classification_type,road_classification_admin,rms_region,lga,suburb,post_code,device_type,heavy_vehicle_checking_station,permanent_station,vehicle_classifier,lambert_easting,lambert_northing,wgs84_latitude,wgs84_longitude,direction_seq,quality_rating,publish,md5,updated_on
,6959,,,99990014,T0479-PR,Pacific Motorway,Pacific Motorway,"Pacific Motorway, East of Pacific Highway","Pacific.sydney-Newcastle Freeway, Mooney Mooney",East of Pacific Highway,Pacific,Motorway,Pacific Highway,1010,0006003,1131,M,1,M1,Motorway,OnGround,TwoOrMoreLanes,Motorway,State,Hunter,Gosford,Mount White,2250,Tirtl,false,1,1,9690630,4469471.5,-33.454525,151.206726,9,5,true,4d4955d4b7775c04b35cb97334e969d8,2018-06-12 02:48:41.978017+00
,6960,,,57670,92033,New England Highway,New England Highway,"New England Highway, East of Wellington Street",New England Highway,East of Wellington Street,New England,Highway,Wellington Street,110,0000009,1014,B,56,B56,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Northern,Tamworth Regional,Moonbi,2353,Trafficorder Tube Axlepair Counter,false,0,1,9689132,4740018,-31.015482,151.076965,9,5,true,209c22633e0e29ec280dc5daa95f6bd3,2018-06-12 02:48:41.978017+00
,6961,,,58159,94495,Braidwood Road,Braidwood Road,"Braidwood Road, East of Finlay Road",Braidwood Road,East of Finlay Road,Braidwood,Road,Finlay Road,190,0000079,0050,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,State,Southern,Goulburn Mulwaree,Goulburn,2580,Trafficorder Tube Axlepair Counter,false,0,1,9548085,4328128.5,-34.771706,149.712036,9,5,true,b4de1caa0561e72140ec4616b00af163,2018-06-12 02:48:41.978017+00
,6962,,,57164,59012,Pittwater Road,Pittwater Road,"Pittwater Road, South of Mona Vale Road",Pittwater Road,South of Mona Vale Road,Pittwater,Road,Mona Vale Road,20,0000164,0670,A,8,A8,Arterial Road,OnGround,OneLane,Road,State,Sydney,Pittwater,Mona Vale,2103,Trafficorder Tube Axlepair Counter,false,0,0,9698518,4444053,-33.68082,151.302841,9,5,true,d0ee4ab78c77d4103181e31c100e04b1,2018-06-12 02:48:41.978017+00
,6963,,,15828001,7184,Ryde Road,Ryde Road,"Ryde Road, South of Lady Game Drive","Ryde.ryde Rd, West Pymble",South of Lady Game Drive,Ryde,Road,Lady Game Drive,20,0000162,0110,A,3,A3,Arterial Road,OnGround,TwoOrMoreLanes,Road,State,Sydney,Ku-Ring-Gai,West Pymble,2073,Tirtl,false,1,1,9682613,4434477,-33.772957,151.135391,5,5,true,6002c7a0f8f0934685c16fc28fc7fad5,2018-06-12 02:48:41.978017+00
,6964,,,56935,41033,Stoney Creek Road,Stoney Creek Road,"Stoney Creek Road, West of Central Road",Stoney Creek Road,West of Central Road,Stoney Creek,Road,Central Road,50,0000665,0070,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,State,Sydney,Hurstville,Beverly Hills,2209,Trafficorder Tube Axlepair Counter,false,0,0,9675903,4414241.5,-33.95779,151.071457,10,5,true,bc896c57203ac1671d307514295ec31a,2018-06-12 02:48:41.978017+00
,6965,,,58607,97327,Hay Road,Hay Road,"Hay Road, South of Cobb Highway",Hay Road,South of Cobb Highway,Hay,Road,Cobb Highway,60,0000021,0125,B,75,B75,Primary Road,OnGround,TwoOrMoreLanes,Road,State,South West,Deniliquin,Deniliquin,2710,Trafficorder Tube Axlepair Counter,false,0,1,9115756,4248156,-35.505722,144.968674,9,5,true,7f52bd3a97f254a3f4346930d542d038,2018-06-12 02:48:41.978017+00
,6966,,,56474,08217,Kosciuszko Road,Kosciuszko Road,"Kosciuszko Road, East of Porcupine Road",Kosciuszko Road,East of Porcupine Road,Kosciuszko,Road,Porcupine Road,610,0000286,0170,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,State,Southern,Snowy River,Kosciuszko National Park,2627,Trafficorder Tube Axlepair Counter,false,0,0,9427208,4149556.25,-36.402557,148.417343,10,5,true,6a5b3c29cdce897836e0898946566439,2018-06-12 02:48:41.978017+00
,6967,,,57042,50207,Victoria Road,Victoria Road,"Victoria Road, West of Bridge Street","Victoria.victoria Rd, Rydalmere",West of Bridge Street,Victoria,Road,Bridge Street,20,0000165,0548,A,40,A40,Arterial Road,OnGround,TwoOrMoreLanes,Road,State,Sydney,Parramatta,Parramatta,2150,Trafficorder Loop Counter,false,1,0,9672315,4430866.5,-33.809143,151.025696,10,4,true,993894d8d5c1e925eb9ba2ef4b0419c3,2018-06-12 02:48:41.978017+00
,6968,,,58301,95431,Little Billabong Road,Little Billabong Road,"Little Billabong Road, South of Hume Highway",Litle Billabong Road,South of Hume Highway,Little Billabong,Road,Hume Highway,1050,0000284,0040,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,State,South West,Greater Hume,Little Billabong,2644,Trafficorder Tube Axlepair Counter,false,0,1,9348879,4240596,-35.588886,147.539398,10,5,true,5fe00d7671805952c95d6e8ebd12f889,2018-06-12 02:48:41.978017+00
,6969,,,56776,24008,King Georges Road,King Georges Road,"King Georges Road, North of The Boulevarde","King Georges.king Georges Rd, Wiley Park",North of The Boulevarde,King Georges,Road,The Boulevarde,40,0000200,0160,A,3,A3,Arterial Road,OnBridge,TwoOrMoreLanes,Road,State,Sydney,Canterbury,Wiley Park,2195,Trafficorder Dual Tube Classifier,false,1,0,9675758,4418155,-33.922554,151.068237,9,4,true,aa4123d195cd0adf4372524c1d57d5ed,2018-06-12 02:48:41.978017+00
,6970,,,55457,04039,Pacific Highway,Pacific Highway,"Pacific Highway, East of Pimlico Road",Pacific Highway,East of Pimlico Road,Pacific,Highway,Pimlico Road,780,0000010,3125,NULL,NULL,NULL,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Northern,Ballina,West Ballina,2478,Trafficorder Tube Axlepair Counter,false,0,1,9935471,4966327.5,-28.865534,153.504913,10,5,true,8be91e9b573b614c73a51739b7c5a23a,2018-06-12 02:48:41.978017+00
,6971,,,56310,07385,Illawarra Highway,Illawarra Highway,"Illawarra Highway, West of Golden Vale Road",Illawarra Highway,West of Golden Vale Road,Illawarra,Highway,Golden Vale Road,210,0000025,0130,A,48,A48,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Southern,Wingecarribee,Sutton Forest,2577,Trafficorder Tube Axlepair Counter,false,0,1,9604436,4349007.5,-34.568775,150.320419,3,5,true,3798fb327d02787c388609cd74b2eca0,2018-06-12 02:48:41.978017+00
,6972,,,58526,97032,Newell Highway,Newell Highway,"Newell Highway, West of Mcphersons Lane",Newell Highway,West of Mcphersons Lane,Newell,Highway,Mcphersons Lane,230,0000017,2080,A,39,A39,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,South West,Jerilderie,Jerilderie,2716,Trafficorder Tube Axlepair Counter,false,0,1,9181379,4259084.5,-35.416668,145.693588,9,5,true,70da8ff04960c59a5c1d3c1407f37c0d,2018-06-12 02:48:41.978017+00
,6973,,,15286001,7121,South Dowling Street,South Dowling Street,"South Dowling Street, South of Eastern Distributor","South Dowling.south Dowling St, Surry Hills",South of Eastern Distributor,South Dowling,Street,Eastern Distributor,10,0000593,1090,M,1,M1,Arterial Road,OnGround,TwoOrMoreLanes,Street,State,Sydney,Sydney,Surry Hills,2010,Tirtl,false,1,1,9689754,4421650.5,-33.886032,151.218079,5,5,true,5f708178dc4b3dbbe64adbc6052153e6,2018-06-12 02:48:41.978017+00
,6974,,,57209,64095,Cowpasture Road,Cowpasture Road,"Cowpasture Road, South of Elizabeth Drive",Cowpasture Road,South of Elizabeth Drive,Cowpasture,Road,Elizabeth Drive,100,0000648,0065,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,State,Sydney,Liverpool,Cecil Hills,2171,Trafficorder Tube Axlepair Counter,false,0,0,9657069,4423111.5,-33.884266,150.864105,9,5,true,fe0b6b92862f9fce7d7f5895e38f9986,2018-06-12 02:48:41.978017+00
,6975,,,57430,74202,Pacific Highway,Pacific Highway,"Pacific Highway, South of Mills Avenue","Pacific.pacific Hwy, Asquith",South of Mills Avenue,Pacific,Highway,Mills Avenue,70,0000010,0740,B,83,B83,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Sydney,Hornsby,Asquith,2077,Trafficorder Loop Counter,false,1,0,9680699,4444412,-33.684055,151.110504,9,4,true,ba5dfb3bd8e762e7610555a2166527a0,2018-06-12 02:48:41.978017+00
,6976,,,17126151,T0146,Newell Highway,Newell Highway,"Newell Highway, South of Gunsynd Way","Merriwa.merriwa St, Boggabilla",South of Gunsynd Way,Newell,Highway,Gunsynd Way,640,0000017,3415,A,39,A39,Primary Road,OnGround,TwoOrMoreLanes,Street,State,Western,Moree Plains,Boggabilla,2409,Tirtl,false,1,1,9625655,5014112.5,-28.566883,150.321152,9,5,true,df8715b6a22d2230f87a4a5461c9fcd4,2018-06-12 02:48:41.978017+00
,6977,,,58473,96349,Aberford Street,Aberford Street,"Aberford Street, West of Castlereagh Street",Aberford Street,West of Castlereagh Street,Aberford,Street,Castlereagh Street,80,0000018,3120,B,55,B55,Local Road,OnGround,TwoOrMoreLanes,Street,State,Western,Coonamble,Coonamble,2829,Trafficorder Tube Axlepair Counter,false,0,0,9432559,4753527,-30.954184,148.387573,10,5,true,9ca76ca4f9c7587c8aa3df72335c26ae,2018-06-12 02:48:41.978017+00
,6978,,,55492,04123,Pacific Highway,Pacific Highway,"Pacific Highway, North of Banana Road",Pacific Highway,North of Banana Road,Pacific,Highway,Banana Road,270,0000010,2926,A,1,A1,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Northern,Clarence Valley,Woombah,2469,Trafficorder Tube Axlepair Counter,false,0,1,9906867,4914453,-29.347635,153.244537,9,5,true,d4fb517e09a24c3530a9d18e4d5df0f4,2018-06-12 02:48:41.978017+00
,6979,,,99990007,6127-PR,Pacific Highway,Pacific Highway,"Pacific Highway, North of Possum Way","Pacific.pacific Highway, Kew",North of Possum Way,Pacific,Highway,Possum Way,920,0000010,2160,A,1,A1,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Northern,Port Macquarie-Hastings,Kew,2439,Tirtl,false,1,1,9842896,4666043,-31.617128,152.727661,1,4,true,77bb48cf5a4643a81e8a87208002f69c,2018-06-12 02:48:41.978017+00
,6980,,,55666,04547,Johnston Street,Johnston Street,"Johnston Street, West of Mortimer Lane",Bruxner Highway,West of Mortimer Lane,Johnston,Street,Mortimer Lane,70,0000016,0240,B,60,B60,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Northern,Richmond Valley,Casino,2470,Trafficorder Tube Axlepair Counter,false,0,0,9890927,4969780,-28.858583,153.047974,10,5,true,ae9ed7c777170e4cc41821f12c0c5483,2018-06-12 02:48:41.978017+00
,6981,,,58397,9589,New England Highway,New England Highway,"New England Highway, South of Ben Lomond Road",New England Highway,South of Ben Lomond Road,New England,Highway,Ben Lomond Road,270,0000009,1300,A,15,A15,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Northern,Guyra,Llangothlin,2365,Excel Pp,false,1,1,9751614,4836181.5,-30.125328,151.685608,1,4,true,7b71908a979df0cd17dbf29de8290b85,2018-06-12 02:48:41.978017+00
,6982,,,56286,07297,Tongarra Road,Tongarra Road,"Tongarra Road, West of Halket Lane",Flinders Street,West of Halket Lane,Tongarra,Road,Halket Lane,30,0000262,0015,NULL,NULL,NULL,Primary Road,OnGround,TwoOrMoreLanes,Street,State,Southern,Shellharbour,Albion Park,2527,Trafficorder Tube Axlepair Counter,false,0,0,9646187,4347382.5,-34.570641,150.776062,7,5,true,7783db45100a49e723d9d553c8e6818d,2018-06-12 02:48:41.978017+00
,6983,,,55496,04146,Pacific Highway,Pacific Highway,"Pacific Highway, North of Sawtell Road",Pacific Highway,North of Sawtell Road,Pacific,Highway,Sawtell Road,720,0000010,2485,A,1,A1,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Northern,Coffs Harbour,Boambee,2450,Trafficorder Tube Axlepair Counter,false,0,0,9884770,4806640,-30.329498,153.082199,9,5,true,45c5eb4a72a38f4d4fa986b7a940502b,2018-06-12 02:48:41.978017+00
,6984,,,17126149,7120,South Dowling Street,South Dowling Street,"South Dowling Street, South of Fitzroy Street","South Dowling.south Dowling St, Surry Hills",South of Fitzroy Street,South Dowling,Street,Fitzroy Street,20,0000593,1080,M,1,M1,Arterial Road,OnGround,TwoOrMoreLanes,Street,State,Sydney,Sydney,Surry Hills,2010,Tirtl,false,1,1,9689737,4421620,-33.886311,151.217911,1,5,true,aed8fcee084cae057706814dc8cd3a9e,2018-06-12 02:48:41.978017+00
,6985,,,57102,52040,Epping Road,Epping Road,"Epping Road, South of Rivett Road","Epping.epping Rd, North Ryde",South of Rivett Road,Epping,Road,Rivett Road,130,0000373,0047,NULL,NULL,NULL,Arterial Road,OnGround,OneLane,Road,State,Sydney,Ryde,North Ryde,2113,Trafficorder Loop Counter,false,1,0,9682834,4431632,-33.798531,151.138992,10,4,true,b668d94e661fecda2ea9530643840580,2018-06-12 02:48:41.978017+00
,6986,,,58306,95443,Culcairn Holbrook Road,Culcairn Holbrook Road,"Culcairn Holbrook Road, West of Purtell Street",Holbrook Road,West of Purtell Street,Culcairn Holbrook,Road,Purtell Street,560,0000331,0090,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,Regional,South West,Greater Hume,Morven,2660,Trafficorder Tube Axlepair Counter,false,0,1,9309739,4233213,-35.656525,147.107559,10,5,true,6b07358d4588f68a5441e11e659660ab,2018-06-12 02:48:41.978017+00
,6987,,,56424,08082,Monaro Highway,Monaro Highway,"Monaro Highway, North of Binjura Road","Monaro.monaro Highway, Cooma",North of Binjura Road,Monaro,Highway,Binjura Road,1540,0000019,1270,B,23,B23,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Southern,Cooma-Monaro,Bunyan,2630,Trafficorder Loop Counter,false,1,0,9493657,4175839.25,-36.155613,149.151504,9,4,true,e73ebbc6b857fe22e0ecabfb5cd78a07,2018-06-12 02:48:41.978017+00
,6988,,,56197,05946,New England Highway,New England Highway,"New England Highway, South of Newcastle Street",New England Highway,South of Newcastle Street,New England,Highway,Newcastle Street,100,0000009,0130,A,43,A43,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Hunter,Maitland,East Maitland,2323,Trafficorder Tube Axlepair Counter,false,0,0,9729688,4545114,-32.757607,151.591049,9,5,true,13336a443da2a476c6a430a8525e7ba0,2018-06-12 02:48:41.978017+00
,6989,,,57436,74222,Pacific Motorway,Pacific Motorway,"Pacific Motorway, North of Lucinda Avenue",Pacific Motorway,North of Lucinda Avenue,Pacific,Motorway,Lucinda Avenue,110,0006003,0961,M,1,M1,Motorway,OnGround,TwoOrMoreLanes,Motorway,State,Sydney,Ku-Ring-Gai,Wahroonga,2076,Trafficorder Tube Axlepair Counter,false,0,0,9680552,4440665.5,-33.717892,151.110504,9,5,true,f1ce75138e9fabb4843d1332ac2b8709,2018-06-12 02:48:41.978017+00
,6990,,,56863,32039,River Road,River Road,"River Road, East of Fleming Street","River.river Rd, Wollstonecraft",East of Fleming Street,River,Road,Fleming Street,210,0002070,0040,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,Regional,Sydney,Lane Cove,Lane Cove,2066,Trafficorder Loop Counter,false,1,0,9686397,4428545,-33.825085,151.178818,10,4,true,345d1f84bd2e89d6a3116347521837d7,2018-06-12 02:48:41.978017+00
,6991,,,58377,95651,Selwyn Street,Selwyn Street,"Selwyn Street, South of Cromwell Street",Wondalga Road,South of Cromwell Street,Selwyn,Street,Cromwell Street,40,0000280,0010,NULL,NULL,NULL,Arterial Road,OnBridge,TwoOrMoreLanes,Road,Regional,South West,Tumut,Adelong,2729,Trafficorder Dual Tube Classifier,false,0,1,9396952,4270048.5,-35.320045,148.066544,9,5,true,3492dac40b34baa297fc06483056c82f,2018-06-12 02:48:41.978017+00
,6992,,,17126148,6197,Pacific Highway,Pacific Highway,"Pacific Highway, West of Inches Road","Pacific.pacific Highway, South Kempsey",West of Inches Road,Pacific,Highway,Inches Road,370,0000010,2280,A,1,A1,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Northern,Kempsey,Verges Creek,2440,Tirtl,false,1,1,9859887,4724159.5,-31.08506,152.872116,5,5,true,7f4ceb1b770ceea24375d29ec5466d64,2018-06-12 02:48:41.978017+00
,6993,,,15828008,T0065,Hume Highway,Hume Highway Hvcs,"Hume Highway, South of Highland Way","Sb Ramp To Weigh Station, Marulan.sb Ramp To Weigh Station, Marulan",South of Highland Way,Hume,Highway,Highland Way,760,0000002,1132,M,31,M31,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Southern,Goulburn Mulwaree,Marulan,2579,Tirtl,true,1,1,9576255,4335050,-34.702332,150.017639,5,5,true,110e16222d6deb98e696943f91b5fd8c,2018-06-12 02:48:41.978017+00
,6994,,,58132,94366,Wee Jasper Road,Wee Jasper Road,"Wee Jasper Road, South of Green Street",Wee Jasper Road,South of Green Street,Wee Jasper,Road,Green Street,120,0000278,0090,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,Regional,South West,Yass Valley,Yass,2582,Trafficorder Tube Axlepair Counter,false,0,1,9475133,4319962.5,-34.859917,148.916382,9,5,true,a3b22d0f5cf1b1d4680980dc39b2c009,2018-06-12 02:48:41.978017+00
,6995,,,57605,91295,Guyra Road,Guyra Road,"Guyra Road, South of Aberfoyle Road",Ebor-Gilgai Road,South of Aberfoyle Road,Guyra,Road,Aberfoyle Road,1770,0000135,0040,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,Regional,Northern,Guyra,Brockley,2365,Trafficorder Tube Axlepair Counter,false,0,1,9769282,4821590,-30.249468,151.875717,10,5,true,7824d528300e7a9c3be2102eb9170a1b,2018-06-12 02:48:41.978017+00
,6996,,,57050,50234,Victoria Road,Victoria Road,"Victoria Road, West of Myrtle Street","Victoria.victoria Rd, Rydalmere",West of Myrtle Street,Victoria,Road,Myrtle Street,80,0000165,0520,A,40,A40,Local Road,OnGround,TwoOrMoreLanes,Road,State,Sydney,Parramatta,Rydalmere,2116,Excel Lpl,false,1,1,9673599,4430495,-33.812046,151.039719,10,4,true,1b1afbefe67b449c1cea0332db22f3b8,2018-06-12 02:48:41.978017+00
,6997,,,58463,96324,Castlereagh Highway,Castlereagh Highway,"Castlereagh Highway, East of Saleyards Road",Castlereagh Highway,East of Saleyards Road,Castlereagh,Highway,Saleyards Road,190,0000018,3240,B,55,B55,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Western,Walgett,Walgett,2832,Trafficorder Dual Tube Classifier,false,0,1,9409472,4858873.5,-30.006718,148.133957,9,5,true,c65420a24108fe2ac7596b6118c6f823,2018-06-12 02:48:41.978017+00
,6998,,,55348,02243,Eastern Distributor,Eastern Distributor,"Eastern Distributor, South of Flinders Street","Flinders.flinders St, Surry Hills",South of Flinders Street,Eastern Distributor,,Flinders Street,20,0000171,0270,NULL,NULL,NULL,Arterial Road,InTunnel,TwoOrMoreLanes,Street,State,Sydney,Sydney,Darlinghurst,2010,Trafficorder Dual Tube Classifier,false,1,0,9689735,4421833.5,-33.884388,151.217804,9,4,true,10b0c3aeb7a277a59c64e35f14f386e3,2018-06-12 02:48:41.978017+00
,6999,,,55733,05024,Minmi Road,Minmi Road,"Minmi Road, West of Fletcher Street",Minmi Road,West of Fletcher Street,Minmi,Road,Fletcher Street,60,-10,-10,NULL,NULL,NULL,Sub-Arterial Road,OnGround,TwoOrMoreLanes,Road,Local,Hunter,Newcastle,Wallsend,2287,Trafficorder Tube Axlepair Counter,false,0,0,9735944,4530125.5,-32.890247,151.664948,10,5,true,6b7f94aff55394f4689ace4475d845ca,2018-06-12 02:48:41.978017+00
,7000,,,55849,05167,Putty Road,Putty Road,"Putty Road, West of Milbrodale Road","The Putty.the Putty Rd, Milbrodale",West of Milbrodale Road,Putty,Road,Milbrodale Road,1540,0000503,1180,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,State,Hunter,Singleton,Milbrodale,2330,Trafficorder Loop Counter,false,1,0,9673724,4554374,-32.694839,150.989945,9,4,true,f1ae6a8fd09df31901ed8ea4ff991150,2018-06-12 02:48:41.978017+00
,7001,,,57003,47012,Olympic Drive,Olympic Drive,"Olympic Drive, South of Childs Street",Olympic Drive,South of Childs Street,Olympic,Drive,Childs Street,50,0000190,1270,A,6,A6,Arterial Road,OnGround,TwoOrMoreLanes,Drive,State,Sydney,Auburn,Lidcombe,2141,Trafficorder Dual Tube Classifier,false,0,0,9673673,4425177,-33.85997,151.042755,9,5,true,e65a992b115d45cc45985e8d7243482a,2018-06-12 02:48:41.978017+00
,7002,,,58506,96537,Kamilaroi Highway,Kamilaroi Highway,"Kamilaroi Highway, East of Burren Bore Road",Kamilaroi Highway,East of Burren Bore Road,Kamilaroi,Highway,Burren Bore Road,2910,0000029,0480,NULL,NULL,NULL,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Western,Narrabri,Drildool,2386,Trafficorder Dual Tube Classifier,false,0,1,9495511,4845930.5,-30.111652,149.027618,10,5,true,0d5172cb828ae978417ee59105be2e30,2018-06-12 02:48:41.978017+00
,7003,,,58246,95208,Urana Street,Urana Street,"Urana Street, North of Brookong Street",Urana Street,North of Brookong Street,Urana,Street,Brookong Street,20,-10,-10,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Street,Local,South West,Lockhart,Lockhart,2656,Trafficorder Tube Axlepair Counter,false,0,1,9273723,4281108,-35.224461,146.711258,9,5,true,b20a57c3e2e3edd2f0762a8f9e026c82,2018-06-12 02:48:41.978017+00
,7004,,,58077,94103,Henry Lawson Way,Henry Lawson Way,"Henry Lawson Way, West of Chillingworks Road",Henry Lawson Way,West of Chillingworks Road,Henry Lawson,Way,Chillingworks Road,70,0000239,0030,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Way,Regional,South West,Young,Young,2594,Trafficorder Tube Axlepair Counter,false,0,1,9416598,4387210,-34.26141,148.267013,9,5,true,b31c3ebdca4c83821e19e4c32d776710,2018-06-12 02:48:41.978017+00
,7005,,,56200,05951,Main Road,Main Road,"Main Road, East of Sandgate Road",Charlestown-Sandgate Highway,East of Sandgate Road,Main,Road,Sandgate Road,110,0000023,1020,A,37,A37,Arterial Road,OnGround,TwoOrMoreLanes,Highway,State,Hunter,Newcastle,Shortland,2307,Trafficorder Tube Axlepair Counter,false,0,0,9739011,4531131.5,-32.879936,151.697235,9,5,true,a256807ef939dbf37387cbe9d6a7deac,2018-06-12 02:48:41.978017+00
,7006,,,56390,07801,Memorial Drive,Memorial Drive,"Memorial Drive, South of Towradgi Road","Memorial.northern Distributor, Bellambi",South of Towradgi Road,Memorial,Drive,Towradgi Road,130,0000001,0885,B,65,B65,Primary Road,OnGround,TwoOrMoreLanes,Drive,State,Southern,Wollongong,Towradgi,2518,Trafficorder Loop Counter,false,1,0,9658316,4367563,-34.384689,150.900024,9,4,true,6dcf49dad44735af3c109b48a9d6c132,2018-06-12 02:48:41.978017+00
,7007,,,15334019,T0236,Barrier Highway,Barrier Highway,"Barrier Highway, East of Silver Peak Road","Barrier.barrier Highway, Mount Gipps",East of Silver Peak Road,Barrier,Highway,Silver Peak Road,3260,0000008,0390,A,32,A32,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Western,Broken Hill,Broken Hill,2880,Tirtl,false,1,1,8783682,4633872.5,-31.919863,141.53447,10,4,true,a38ee1e1d63353bc84dc0f6bfb55a228,2018-06-12 02:48:41.978017+00
,7008,,,55462,04055,Coleman Street,Coleman Street,"Coleman Street, South of Withers Street",Lismore - Bangalow Road,South of Withers Street,Coleman,Street,Withers Street,10,0000065,0045,B,62,B62,Arterial Road,OnGround,TwoOrMoreLanes,Road,State,Northern,Lismore,Bexhill,2480,Trafficorder Tube Axlepair Counter,false,0,1,9920482,4978281,-28.766396,153.344452,10,5,true,d5139a2508a843fc281e7707b887af6e,2018-06-12 02:48:41.978017+00
,7009,,,58442,96183,Hungerford Road,Hungerford Road,"Hungerford Road, West of Lachlan Street",North Bourke-Hungerford Road,West of Lachlan Street,Hungerford,Road,Lachlan Street,740,0000404,0010,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,Regional,Western,Bourke,North Bourke,2840,Trafficorder Dual Tube Classifier,false,0,0,9197436,4854247,-30.049078,145.937103,9,5,true,7c2ca4791ab0df7a97324d665a1f4710,2018-06-12 02:48:41.978017+00
,7010,,,58144,94469,Canberra Avenue,Canberra Avenue,"Canberra Avenue, North of Kendall Avenue",Garyowen Drive,North of Kendall Avenue,Canberra,Avenue,Kendall Avenue,50,0000051,0360,B,52,B52,Arterial Road,OnGround,TwoOrMoreLanes,Drive,State,A.c.t.,Queanbeyan,Crestwood,2620,Trafficorder Tube Axlepair Counter,false,0,0,9500495,4265557.5,-35.345905,149.206406,9,5,true,d726a8486901e84b7ec3ae3e22da9155,2018-06-12 02:48:41.978017+00
,7011,,,57769,92456,Bettington Street,Bettington Street,"Bettington Street, West of Vennacher Street",Bettington Street,West of Vennacher Street,Bettington,Street,Vennacher Street,90,0000027,0230,B,84,B84,Primary Road,OnGround,TwoOrMoreLanes,Street,State,Hunter,Upper Hunter,Merriwa,2329,Trafficorder Tube Axlepair Counter,false,0,0,9616228,4617998.5,-32.13921,150.354767,10,5,true,52aa154a00a7cc0d79234344ed27ebe2,2018-06-12 02:48:41.978017+00
,7012,,,57023,49128,Oxford Street,Oxford Street,"Oxford Street, West of Railway Terrace",Hawksview Street,West of Railway Terrace,Oxford,Street,Railway Terrace,20,0007253,0020,NULL,NULL,NULL,Distributor Road,OnBridge,TwoOrMoreLanes,Street,Regional,Sydney,Parramatta,Guildford,2161,Trafficorder Tube Axlepair Counter,false,0,0,9668779,4426733.5,-33.847633,150.989212,10,5,true,c4cc24ebcedc495e388af229975fdf3a,2018-06-12 02:48:41.978017+00
,7013,,,57619,91365,Rouse Street,Rouse Street,"Rouse Street, North of High Street",Rouse Street,North of High Street,Rouse,Street,High Street,100,0000009,1500,A,15,A15,Primary Road,OnGround,TwoOrMoreLanes,Street,State,Northern,Tenterfield,Tenterfield,2372,Trafficorder Tube Axlepair Counter,false,0,0,9789470,4953589.5,-29.05257,152.019302,9,5,true,589a8df5e67ab1589aa1254527676562,2018-06-12 02:48:41.978017+00
,7014,,,58382,95672,Urana Road,Urana Road,"Urana Road, North of Griffith Road",Urana Road,North of Griffith Road,Urana,Road,Griffith Road,70,0000125,0011,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,Regional,South West,Albury,Lavington,2641,Trafficorder Tube Axlepair Counter,false,0,0,9293893,4189502,-36.050468,146.932236,9,5,true,78c55ce16a183e800a35c492a0e6a2d6,2018-06-12 02:48:41.978017+00
,7015,,,56480,08241,Middlingbank Road,Middlingbank Road,"Middlingbank Road, North of Kiah Lake Road",Middlingbank Road,North of Kiah Lake Road,Middlingbank,Road,Kiah Lake Road,1230,0000585,0010,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,Regional,Southern,Snowy River,Berridale,2628,Trafficorder Tube Axlepair Counter,false,0,0,9464758,4155112.5,-36.347256,148.834564,9,5,true,beea825d2bcc5e8bbda7141631ec4d23,2018-06-12 02:48:41.978017+00
